Place,Runner,Time,Age,Gender,Country
101,DE LA TORRE FUENTES Armando Humberto,20:04:42,45,M,ESP
102,Akmanaviciute Gitana,20:05:46,38,F,LTU
102,Gajauskas Augustas,20:05:46,39,M,LTU
104,AIZPURUA VAZQUEZ Benat,20:07:13,33,M,ESP
105,RAMOS DARIAS JUAN GABRIEL,20:10:13,40,M,ESP
106,ALLWANG Andreas,20:14:42,47,M,GER
107,VAN MECHGELEN Dominique,20:16:35,41,F,BEL
108,NAVARRO MENDOZA JOSE EDUARDO,20:16:41,42,M,ESP
109,cano Javier,20:22:01,38,M,ESP
110,OLIVA HERNÁNDEZ JULIÁN,20:22:57,53,,ESP
111,Fortini Serge,20:27:39,40,M,FRA
112,PENA ALONSO Alberto,20:31:18,47,M,ESP
113,CARDENES SARMIENTO Ezequiel,20:32:04,41,M,ESP
114,FANO Cyrille,20:36:23,40,M,FRA
115,GARCIA DEL CASTILLO Ignacio,20:38:04,50,M,ESP
116,MURIANA JIMENEZ Juan Jose,20:38:32,44,M,ESP
117,Lempereur Loïc,20:39:39,29,M,BEL
118,Anonymous,20:44:11,-,-,POR
119,HOMBERGER Julian,20:45:16,41,M,GER
120,Charlier Pierre,20:49:44,40,M,FRA
121,SANTANA Jonatan,20:54:03,43,M,ESP
122,VIVES SOLER Oriol,20:54:04,34,M,ESP
123,Davidson Kevin,20:56:26,35,M,GBR
124,VAN DER DENNEN Johan,20:57:01,44,M,NED
125,FERSCH SASCHA,20:57:21,46,M,GER
126,URBAN Maja,21:03:03,39,F,CRO
127,SANZ CAPILLA Emilio,21:03:35,25,M,ESP
128,Sanchez Jose Luis,21:07:08,47,M,ESP
129,ANDUEZA CAMACHO Isidro Ruben,21:11:12,39,M,ESP
130,ASENSIO Miguel,21:11:39,46,M,ESP
131,Burdakov Denis,21:12:00,45,M,GBR
132,Femenías Riutort Toni,21:12:05,44,M,ESP
133,CHARBONNEL Pierre Antoine,21:16:04,42,M,FRA
134,CALVO MARTINEZ PACO,21:18:08,52,M,ESP
135,GRUCKER Laurent,21:18:10,51,M,FRA
136,SABALLS MARANYA Flavi,21:18:33,37,M,ESP
137,Mastrocinque Ludovico,21:19:31,34,M,ESP
138,Calvert Howard,21:21:49,46,M,GBR
139,Rodríguez Caballero Jose Juan,21:23:54,46,M,ESP
140,Vetois Jeremy,21:24:06,42,M,FRA
141,SOLINA BUNDO Albert,21:27:28,51,M,ESP
142,AYCAGUER Laurent,21:29:59,41,M,FRA
142,PIC Jerome,21:29:59,46,M,FRA
144,Gaydon Anthony,21:31:19,30,M,FRA
145,DASSESSE Thibaut,21:32:34,49,M,BEL
146,LE ROY Julien,21:32:44,41,M,FRA
147,LARRE Antony,21:33:56,47,M,FRA
148,Sanchez Perez Andres Alberto,21:35:09,37,M,ESP
149,FERREIRA JORGE,21:36:36,42,M,ESP
150,ARJAN Van Der Plas,21:38:49,36,M,NED
151,MOUSSEAUX DAVID,21:39:52,54,M,FRA
152,CALDERON Luis Fernando,21:40:22,45,M,BOL
153,BINMORE Euan,21:40:43,28,M,GBR
154,SCHEDDLER Robert Hartwig,21:41:46,38,M,GER
155,CUENCA ARIAS Xavi,21:43:22,45,M,ESP
156,Chaves Barba Ismael,21:44:43,31,M,ESP
157,HARRISON Dean,21:45:51,41,M,GBR
158,KOPP Quentin,21:45:55,36,M,FRA
159,CERVETTO Ivano,21:47:51,46,M,ITA
160,martini Diego,21:47:53,43,M,ITA
161,Callewaert Alexis,21:48:08,36,M,FRA
162,MUNOZ PEREZ Francisco,21:48:10,60,M,ESP
163,SANTANA SANTANA Nestor,21:49:33,28,M,ESP
164,VELASQUEZ DUQUE David,21:51:54,35,M,COL
165,Montes cabello Ivan,21:52:50,30,M,ESP
166,ROMERO LUZARDO Alejandro,21:53:22,49,M,ESP
167,VESCO Andrea,21:55:20,43,M,ITA
168,wen Fangyuan,21:55:41,37,F,CHN
169,GONZALEZ Ulf,21:58:13,38,M,SWE
170,BOIX MAS Oriol,21:59:42,33,M,ESP
171,RODRIGUEZ RODRIGUEZ Carlos,22:02:55,50,M,ESP
172,GAILLAC Alexis,22:03:28,42,M,FRA
173,Cattina Nicola,22:05:17,39,M,ITA
174,Disconzi Michele,22:06:01,32,M,ITA
175,BESOMBES Thierry,22:10:13,49,M,FRA
176,Fox Samuel Louis Albert,22:14:46,34,M,GBR
177,Poupard Antoine,22:18:07,37,M,FRA
178,Gengler Gaëtan,22:20:21,40,M,BEL
179,PEREZ SALAZAR Manuel Luis,22:22:01,49,M,ESP
180,DELBECQ Jean Francois,22:23:51,43,M,FRA
181,ORTEGA MARTIN Joaquin,22:24:49,47,M,ESP
182,GALEOTE MARTIN Nahum,22:25:30,47,M,ESP
183,MEDINA ORTEGA Juan Francisco,22:26:36,40,M,ESP
184,Brownlee Holly,22:27:11,29,F,GBR
185,GARCIA MARICHAL Javier,22:29:29,54,M,ESP
186,REYES RAMIREZ Albert,22:30:27,48,M,ESP
187,SALCEDO Gregorio,22:37:20,45,M,ESP
188,Lombard Julien,22:37:47,38,M,FRA
189,AUDRAN Frederic,22:38:16,51,M,FRA
190,AGUADO FERNANDEZ Lorenzo,22:38:43,41,M,ESP
191,Boada Lodos Federico,22:42:35,46,M,ESP
192,GARCIA Marc,22:43:08,48,M,SUI
193,DELBECQ Guillaume,22:44:19,41,M,FRA
194,VARLAMOV Oleksandr,22:45:03,40,M,UKR
195,Kahl Christoph,22:45:52,38,M,GER
196,NEVES Nelson,22:47:18,49,M,POR
197,Sosa Eugenio,22:50:06,50,M,ESP
198,VALAND Tore,22:50:59,42,M,NOR
199,Suárez Suárez Carlos Jonay,22:51:11,40,M,ESP
200,ROUGIE Jerome,22:51:45,51,M,FRA
201,PEREZ BRITO Jorge,22:52:08,34,M,ESP
202,Ellis Sam,22:53:20,31,M,GBR
203,Gesaldi Lorenzo,22:53:26,31,M,ITA
204,CURBELO GUERRA Agoney,22:54:25,41,M,ESP
205,SOVIK Jorgen Kleppe,22:57:36,28,M,NOR
206,BREA Ignacio,22:58:09,49,M,ESP
207,SANCHEZ FERNANDEZ Gorka,22:58:18,39,M,ESP
208,JIMENEZ CABALLERO Ismael,22:59:54,40,M,ESP
209,TAKEICHI KAORI,23:00:09,33,F,JPN
210,DELADOEUILLE Claude,23:01:06,54,M,FRA
211,Wetzel Janne William,23:01:53,37,M,SUI
212,SAINT PAUL Justine,23:06:04,29,F,SUI
213,GILBERT Rebel,23:06:23,41,F,GBR
214,LEON CRUZ Silvia,23:07:10,45,F,ESP
215,LYDON Brian,23:10:49,44,M,IRL
216,LIUKKU Arttu,23:14:10,46,M,FIN
217,ARIAS Dani,23:15:04,39,M,ESP
218,VIDINEVICH Andrej,23:16:41,47,M,LTU
219,GARCIA GUTIERREZ Miguel,23:18:45,66,M,ESP
220,WILKINS Emma,23:21:28,35,F,GBR
221,Todorov Lyudmil,23:24:49,38,M,BUL
222,JIMENEZ MARTIN Misael,23:25:15,41,M,ESP
223,KLEIN Sophia,23:25:26,46,F,RSA
224,Mills Heleen,23:25:27,38,F,RSA
225,SANCHEZ LANTIGUA Pedro,23:27:18,36,M,ESP
226,Grolleau Gaylor,23:28:14,44,M,FRA
227,MARTINEZ DE LAHIDALGA INIGO,23:30:02,54,M,ESP
228,MAUREEN Huchet,23:30:47,36,F,FRA
229,NIKOLOV Nikola,23:31:25,50,M,BUL
230,Czuwaj Andrzej,23:33:38,48,M,POL
231,REDONDO Abel,23:38:51,37,M,ESP
232,ROBAINA SANTANA Francisco,23:39:31,44,M,ESP
233,Sanglas Ayats Josep,23:43:29,67,M,ESP
234,DZENIS Juris,23:44:00,44,M,LAT
235,Altadill Garro Luis,23:44:27,55,M,ESP
236,JIMENEZ PASCUAL Marco,23:44:49,37,M,ESP
237,Correa coello Cesar,23:45:21,44,M,ESP
238,meulan Clement,23:45:37,37,M,FRA
239,ÁNGEL SANTIAGO GIL PERDOMO SANTIAGO,23:48:08,51,M,ESP
240,TEJEDA PEREZ Julio,23:50:51,46,M,ESP
241,YANEZ BEAS Carlos,23:52:06,47,M,ESP
242,AURTANDE Lars,23:53:53,51,M,NOR
243,UGUEN Regis,23:53:58,44,M,FRA
244,RODRIGUEZ ROBAINA Javier Baltasar,23:54:03,47,M,ESP
245,SKARPEID Silje,23:54:28,39,F,NOR
246,SAGE LAVADO Angel,23:54:56,39,M,ESP
247,FEA Denis,23:56:24,42,M,ITA
248,MAZZARINI Ivan,23:57:56,47,M,ITA
249,ARTILES Juanjo,23:59:56,51,M,ESP
250,MORENO ALVAREZ Javier,24:03:05,52,M,ESP
251,REYNARTZ Nadine,24:03:18,49,F,BEL
252,Sarmiento jimenez Rayco,24:08:29,42,M,ESP
253,Fagot Olivier,24:08:41,55,M,FRA
254,NICIPORS Dmitrijs,24:08:48,40,M,LAT
255,LOPEZ ALAMO Rayco,24:10:10,39,M,ESP
256,Jon Jonatan Florido Ramos,24:10:26,42,M,ESP
257,Brook Adam,24:11:48,31,M,BEL
258,POELZELBAUER Martina,24:11:49,48,F,CZE
259,BATKOWSKI Jaroslaw,24:13:29,46,M,POL
260,CRAMBADE Laurent,24:13:50,52,M,FRA
261,CAMPBELL Anya,24:14:52,55,F,GBR
262,GUTIERREZ FUNCIA David,24:16:58,28,M,ESP
263,ALMEIDA MONZON Aythami,24:18:09,32,M,ESP
264,NEVES Joao,24:21:14,36,M,POR
265,Peuhu Petra,24:22:58,50,F,FIN
266,BERGLIND Johanna,24:23:58,43,F,FIN
267,Steinmeister Martin,24:24:15,52,M,GER
268,VIERA GARCIA Gabriel,24:29:35,20,M,ESP
269,MORENO SANTIAGO Sandra,24:29:57,49,F,ESP
270,BOIANO Roberto,24:35:19,56,M,ITA
271,BAUDOUIN Nicolas,24:35:49,44,M,FRA
271,SARTHOU Julien,24:35:49,41,M,FRA
273,Moulin Vincent,24:35:55,27,M,FRA
274,BREAUX Laura,24:35:59,28,F,FRA
275,BREAUX Jeremy,24:36:00,34,M,FRA
276,PERDOMO GONZALEZ Rayco,24:38:46,45,M,ESP
277,GUANCHE MARRERO Felix Ivan,24:39:41,55,M,ESP
278,O CONNOR Fergal,24:39:46,54,M,IRL
279,Mile Monika,24:40:13,33,F,LTU
280,Cioboata Andrei,24:40:14,38,M,ROU
281,Lehmann Susann,24:42:10,38,F,GER
282,Marques vilar Carlos Manuel,24:45:44,40,M,POR
283,SICILIA ROIG Pablo,24:47:25,43,M,ESP
284,Caminal Bobet Aleix,24:47:27,38,M,ESP
285,VEGA MORALES Alberto,24:49:46,57,M,ESP
286,SKILLBORG Robert,24:57:00,44,M,SWE
287,MEDINA SEGURA Amaranto,24:58:16,43,M,ESP
288,AUBRY Charles,24:59:54,57,M,SUI
289,GUILLEN GUILLEN Alejandro,25:02:40,41,M,ESP
290,PENA LOPEZBREA Ivan,25:04:18,41,M,ESP
291,GARCIA CEBRIAN Jose Miguel,25:05:06,44,M,ESP
292,VAUTRIN Joel,25:06:03,58,M,FRA
293,AMDAHL Audun,25:10:27,49,M,NOR
294,ORTEGA NARANJO Enrique,25:10:38,51,M,ESP
295,WILTHIL Jorgen,25:10:39,52,M,NOR
296,LE ROUX Stephane,25:10:45,53,M,FRA
297,SAAVEDRA PACHECO Sergio Gaston,25:12:05,45,M,ESP
298,SEGURA RECHE Juan Francisco,25:12:11,42,M,ESP
299,Brock Kenna,25:12:26,42,F,USA
300,Lai Brandon,25:13:13,31,M,FRA
301,MOULINIER Jean Marc,25:16:11,43,M,FRA
302,Fetick Sebastian,25:16:37,42,M,GER
303,BATALLER Cristina,25:17:59,36,F,ESP
304,Neven Cuk,25:19:03,36,M,SRB
305,HANAK Radek,25:19:27,40,M,CZE
306,Suarez Leon Francisco Gueton,25:20:09,47,M,ESP
307,Gouveia Sardinha Manuel Gregorio,25:27:41,63,M,POR
308,DRANCOURT Aurelien,25:34:01,45,M,FRA
309,Diaz Hugo,25:34:05,49,M,ESP
310,Laplace Fabrice,25:34:13,52,M,FRA
311,MORAN ALEMAN Domingo,25:34:44,50,M,ESP
312,BIEDMA Toni,25:34:59,54,M,ESP
313,Pohjala Mikko,25:36:14,36,M,FIN
313,VISKARI Jouni,25:36:14,50,M,FIN
315,Hellberg Jari,25:36:15,58,M,FIN
316,XING Ru Ling,25:38:38,61,F,CHN
317,Braut Aslak Lima,25:40:00,42,M,NOR
318,Nielsen Erik Waage,25:43:35,68,M,NOR
319,CAZORLA MUNOZ Frank,25:45:11,53,M,ESP
320,Aguado sarrion Oscar,25:47:00,45,M,ESP
321,BETHENCOURT JORGE Guillermo,25:48:57,32,M,ESP
322,BRENNWALD Alex,25:52:48,42,M,SUI
323,DÍAZ DELGADO MIRAYMA,25:59:28,43,F,ESP
324,MARTIN GONZALEZ Nicolas,25:59:29,47,M,ESP
325,NACHER CASTELLET Victor,25:59:58,29,M,ESP
326,MARCROFT Simon,26:02:12,44,M,ESP
327,RIUS Lluis,26:02:55,47,M,ESP
328,CHAPEY Cyril,26:04:53,52,M,FRA
329,GUILLERMO Mikaël,26:04:54,51,M,FRA
330,BOUCHER David,26:05:30,50,M,FRA
331,CLEMENT Lisimaque,26:07:08,36,M,FRA
332,Novicov Alexander,26:07:26,37,M,CYP
333,GECCHELE Roberta,26:07:43,42,F,ITA
334,CAWTHORNE Alex,26:11:14,44,M,GBR
334,Johnson Jessica,26:11:14,33,F,GBR
336,VACE - VECVAGARE Sigita,26:11:26,45,F,LAT
336,Vecvagaris Matiss,26:11:26,44,M,LAT
338,AITELHOCINE Fabrice,26:11:55,54,M,FRA
339,RIETZ Michael,26:14:33,34,M,BEL
340,Serra Peinado Nil,26:14:45,35,M,ESP
341,Morariu Razvan,26:15:58,40,M,ROU
342,HAUSER RUCKLI Cornelia,26:17:11,56,F,SUI
343,LOPEZ Micaela,26:18:45,45,F,BRA
344,DECHNIK Pierre,26:19:57,50,M,FRA
345,HILPERT Arnaud,26:19:58,51,M,FRA
346,BLANC Frederic,26:22:41,51,M,FRA
347,BLAHA Martin,26:22:42,52,M,CZE
348,MENDOZA RODRIGUEZ Fran,26:26:18,52,M,ESP
349,WEBER Markus,26:28:16,46,M,GER
350,MARTINS Guillaume,26:30:03,31,M,FRA
351,LUNGU MIHAI,26:31:15,35,M,ROU
352,Callisardi Giancarlo,26:31:36,52,M,ITA
353,Gracia Violeta,26:31:43,49,F,ESP
354,MARTINEZ Jaime,26:33:44,53,M,ESP
355,MARTINEZ Javier,26:35:32,49,M,ESP
356,HORNSBY Richard,26:35:49,49,M,GBR
357,NAVEZ ERIC,26:37:41,46,M,BEL
357,NAVEZ Romain,26:37:41,21,M,BEL
359,Carels Didier,26:37:42,46,M,BEL
360,TOMLINSON Samuel,26:40:38,48,M,GBR
361,STONEBRIDGE Scott,26:45:35,43,M,GBR
362,Anonymous,26:47:40,-,-,FRA
363,VUONORANTA Jenny,26:51:04,39,F,FIN
364,ROSKOVICS Nyikolaj,26:52:45,54,M,HUN
365,PERSSON Katarina,26:55:14,52,F,SWE
366,GALLENTOFT Niclas,26:55:22,52,M,SWE
367,FRIAS MATEO Manuela,26:56:33,40,F,ESP
367,Gómez santos Francisco Javier,26:56:33,47,M,ESP
369,NASIROV Berko,26:58:37,47,M,KGZ
370,PRIMERANO BARBARA,27:01:27,48,,ITA
371,CARMONA TORRES Moises,27:02:18,46,M,BRA
372,CAHILL Donal,27:03:02,40,M,IRL
373,NOTTEBOHM Christian,27:06:18,47,M,GER
374,SIFFERT Madeleine Anne,27:06:53,52,F,SUI
375,Siffert Christof,27:06:54,52,M,SUI
376,Exner Jan,27:07:42,36,M,GER
377,KOEN Vandenbroucke,27:08:47,45,M,BEL
378,Gystad John Vegar,27:11:00,51,M,NOR
379,CHAVES NARCISO,27:11:15,50,M,POR
380,Dartigues Guillaume,27:12:42,41,M,FRA
381,barbieri sante umberto raul,27:17:27,60,M,ITA
381,PETRELLI Vincenzo,27:17:27,60,M,ITA
383,MILANO Sebastiano,27:17:28,42,M,ITA
384,De rosa Giuseppe,27:17:32,47,M,ITA
385,LASYK Agnieszka,27:20:07,41,F,POL
386,CAMACHO PEREZ Eduardo,27:20:17,33,M,ESP
387,SANTOS RIBEIRO EDUARDO FILIPE CADIMA,27:23:08,46,M,POR
388,ZARRALUQUI GUILLEN Susana,27:23:13,54,F,ESP
389,Davila Cabrera Guillermo Nelso,27:25:43,53,M,ESP
390,Guillot Nicolas,27:26:38,45,M,FRA
391,EKSTROM Jim,27:26:45,34,M,SWE
392,AHO Janne,27:26:50,42,M,SWE
393,Concepción Rodríguez Germán,27:27:17,54,M,ESP
394,PERDOMO DOMINGUEZ Jorge Acenk,27:31:45,47,M,ESP
395,Milet Ludovic,27:32:42,46,M,FRA
396,GRUETERICH Daniel,27:32:43,43,M,GER
397,RAMOS Atilano,27:33:00,58,M,ESP
398,JAY Andrew,27:33:08,47,M,GBR
399,Buchli Philipp,27:33:24,43,M,SUI
399,Buchli Stephanie,27:33:24,40,F,SUI
401,Ramsfjell Kevin Brekken,27:33:43,24,M,NOR
402,LABIB Zacharie,27:34:02,38,M,FRA
403,FRANCHI Jim,27:34:41,29,M,FRA
403,PICCIOLI Eric,27:34:41,59,M,FRA
405,LABONNE Laurent,27:34:42,37,M,FRA
406,VALITALO Dan,27:36:21,53,M,SWE
407,LOPEZ CASTRILLO Javier,27:37:23,37,M,ESP
408,COROMINAS BOSCH Enric,27:38:03,56,M,ESP
409,Lam Chau,27:38:31,47,M,FRA
410,piccinno aldo,27:39:31,57,M,ITA
411,Dumollard Morgane,27:42:15,36,F,FRA
412,vauclair Frederic,27:42:16,46,M,SUI
413,Dunn Sarah,27:42:41,56,F,GBR
414,PEREZ FARINA Sergio Manuel,27:43:21,38,M,ESP
415,BRUNNER JUERGEN,27:46:32,47,M,AUT
415,GANSHOFER Rene,27:46:32,48,M,AUT
417,VERMEERSCH Gaetan,27:47:49,54,M,BEL
418,MENA MACHUCA Javier,27:48:06,27,M,ESP
419,SUAREZ MARRERO Jose,27:50:29,47,M,ESP
420,MARRERO PADRON ARDIEL,27:50:30,43,M,ESP
421,Hofmeister Denise,27:51:57,30,F,AUT
422,FALCON SANTANA Oliver,27:52:47,45,M,ESP
423,MOSER Felix,27:52:57,56,M,SUI
424,Sip Wojciech,27:53:09,47,M,POL
425,CHATE Tristan,27:57:06,42,M,GBR
426,GROTH CHRISTENSEN Andreas,27:57:14,24,M,DEN
427,Martin Costilla Eduardo,27:57:59,38,M,ESP
428,KHARMOUD ISMAEL,28:01:42,41,M,FRA
429,LE MOAL Daniel,28:03:49,52,M,FRA
430,Pack Trevor,28:03:54,55,M,GBR
431,EDOY Odd,28:04:05,67,M,NOR
432,DE BARROS Anthony,28:05:22,43,M,FRA
433,LOPEZ ZALDIVAR Celia,28:10:13,40,F,ESP
434,PLAZA NIETO Augusto,28:12:00,46,M,ESP
435,MARRERO VEGA Samuel,28:13:07,26,M,ESP
435,SANCHEZ MORENO David,28:13:07,25,M,ESP
437,GONZALEZ LUCAS PABLO,28:14:03,50,M,ESP
438,ESTEBANEZ GANDARA Jose Luis,28:14:23,42,M,ESP
438,GUTIERREZ DE LA FUENTE Evaristo,28:14:23,49,M,ESP
440,GONZALEZ QUIROS David,28:15:24,46,M,ESP
441,Iudin Dmitrii,28:17:02,45,M,RUS
442,Guerin Arthur,28:19:38,34,,FRA
443,SILVA Juliano,28:19:51,45,M,POR
444,Dirvareanu Roxana Gabriela,28:20:17,41,F,ROU
445,CRESSLER Anna,28:23:19,32,F,USA
446,Mares Ana Maria,28:26:16,31,F,ROU
447,Freynhofer Bettina,28:28:01,46,F,AUT
448,LUFTENSTEINER Jochen,28:28:02,48,M,AUT
449,Biagi Vasco,28:31:48,47,M,ITA
449,Delfa Simone,28:31:48,42,M,ITA
449,PASSAMONTI Luca,28:31:48,42,M,ITA
452,MATTHIEU Zaragosa,28:33:54,36,M,FRA
453,DEVOLDER Jerome,28:34:28,46,M,FRA
454,PENATE SUAREZ Juan Fermin,28:34:52,56,M,ESP
455,KADDOUR MEDEROS Jose Manuel,28:35:46,58,M,ESP
456,Provost Kevin,28:36:59,42,M,BEL
457,D Ralf,28:38:29,48,M,POL
458,CALVO PRUSEN Luis Pedro,28:39:25,48,M,ESP
459,UBEDA LOPEZ Miguel Angel,28:39:35,52,M,ESP
460,DIAZ JIMENEZ Pedro,28:46:58,43,M,GBR
461,EMDE Marc,28:47:05,61,M,GER
462,KRAJCAR Zelko,28:47:19,53,M,SWE
463,MORENO Jose,28:47:44,65,M,FRA
464,Fischer Frank,28:48:39,58,M,GER
465,GONGORA MARTIN Raul,28:48:55,48,M,ESP
466,DE MINGO SANTIAGO Javier,28:50:02,44,M,ESP
467,LARRAONDO ENEKO,28:50:14,42,M,ESP
468,WARIBOKO Matthias,28:53:25,36,M,GER
469,Sharma Anurag,28:55:21,46,M,IND
470,VITALE Giovanni,28:56:10,48,M,ITA
471,EHRLICH Jaroslav,28:57:50,43,M,CZE
472,VIDALES COLINAS Jose Luis,28:58:31,55,M,ESP
473,Monticelli Massimo,28:58:39,42,M,ITA
474,MARAESSA Stefano,28:58:41,45,M,ITA
475,Morales Castillo Paulo,28:58:44,37,M,COL
476,Balsera Tamayo Carlos,28:59:11,45,M,ESP
477,STURIALE Massimo,28:59:42,57,M,ITA
478,GEERTS Christoph,29:01:09,48,M,BEL
479,BRAUN Regis,29:02:28,53,M,FRA
480,RODRIGUEZ IZQUIERDO Oscar,29:03:09,45,M,ESP
481,VAN DER HOEVEN Jan Jilles,29:03:11,58,M,NED
482,Mangiarino Giorgio,29:04:38,51,M,ITA
483,NORDLUND Annica,29:08:02,35,F,SWE
484,Benjumea Fernández Francisco,29:09:31,51,M,ESP
485,CARMONA MARINA Jose Fernando,29:09:32,58,M,ESP
485,DOMINGUEZ QUINTANA Carlos,29:09:32,55,M,ESP
487,SORLIN Stephane,29:16:15,55,M,FRA
488,Montchalin Richard,29:16:17,40,M,FRA
489,MARTIN DIAZ Juan Francisco,29:19:00,43,M,ESP
489,Parrilla Brito Jose,29:19:00,43,M,ESP
491,DIAZ SANCHEZ Jose Miguel,29:19:01,42,M,ESP
492,GONZALEZ LOPEZ David,29:19:21,49,M,ESP
