Place,Runner,Time,Age,Gender,Country
1,REITERER Andreas,11:05:32,32,M,ITA
2,MANETSCH Ramon,11:17:32,37,M,SUI
3,TODA MAS Aleix,11:52:52,35,M,ESP
4,Sprenger Raphael,12:06:31,37,M,SUI
5,ANSELMI MATTEO,12:15:37,30,M,ITA
6,SYMONDS Andy,12:41:05,43,M,GBR
7,Sinkeldam Marijn,12:56:03,32,M,NED
8,CUCCO Francesco,13:03:52,38,M,ITA
9,BUGNION Yohan,13:09:26,-,M,SUI
10,OSOWSKI Hannah,13:09:37,33,F,USA
11,Fritz Tobias,13:25:38,35,M,GER
12,Perrin Antoine,13:26:08,28,M,FRA
13,JENZER Urs,13:35:16,54,M,SUI
14,SPERGER Eva-Maria,13:36:31,45,F,GER
15,Oberhollenzer Robert,13:41:08,35,M,ITA
16,DELEPINE Arnaud,13:47:14,43,M,FRA
17,GAPIHAN Pierre,13:47:15,38,M,FRA
18,Lechermann Thomas,13:51:52,40,M,GER
19,Frey Dominique,13:54:39,52,M,SUI
20,Dalcolmo Nico,13:56:46,28,M,SUI
21,PERROT Guillaume,14:11:44,33,M,FRA
22,Myklebust Kjetil,14:32:43,46,M,NOR
23,DEFAGO Michael,14:33:43,37,M,SUI
24,GARCIA ROJANO Raul,14:34:45,45,M,ESP
25,HUBER Pascal,14:36:12,46,M,SUI
25,TAMBORNINO Eligius,14:36:12,38,M,SUI
27,Doblinger Reinhold,14:38:54,43,M,AUT
28,BONGERS Dimitri,14:39:35,34,M,BEL
29,GYSEL Simon,14:42:39,37,M,SUI
30,SEVILLANO Sandra,14:45:52,40,F,ESP
31,GIESCHKE Patrick,14:46:32,47,M,SUI
32,Delmond Joris,14:53:00,35,M,FRA
33,ARIAS Borja,14:56:33,48,M,ESP
34,AGUGIARO Mattia,15:02:28,37,M,ITA
35,Kriechmair Bernd,15:03:38,41,M,AUT
36,MACKNER Daniela,15:09:09,-,F,SUI
37,ITEN Lucas,15:12:35,53,M,SUI
37,SCHWARZ Simone,15:12:35,43,F,GER
39,BIENIEK Grzegorz,15:17:22,36,M,POL
40,BIGLER Markus,15:20:55,45,M,SUI
41,Bruyneel Flavie,15:27:39,35,F,FRA
42,Cattin Jonathan,15:30:24,37,M,FRA
43,RICARDO Russi,15:31:30,-,M,SUI
44,Devlin Steven,15:36:13,44,M,IRL
45,ZENGER Bernhard,15:37:20,36,M,SUI
46,Bradley Cat,15:37:27,32,F,USA
47,FRANCAIS Remi,15:37:57,35,M,SUI
48,IOANNOU Giorgos,15:41:52,38,M,GRE
49,Parpan Andreas,15:44:26,39,M,SUI
50,NIKOLOVA Mariya,15:45:06,42,F,BUL
51,SYLVAIN Ripert,15:50:25,-,M,FRA
52,DIMMLER Samuel,15:51:05,41,M,SUI
53,WALTER Marc,15:52:42,40,M,SUI
54,WURMSAM Sabine,15:55:55,35,F,GER
55,Weingärtner Michael,15:55:57,33,M,GER
56,Zahn Thomas,15:58:48,53,M,SUI
57,AMELON Christopher,16:00:01,30,M,FRA
58,Bourgeteau Guillaume,16:00:28,52,M,FRA
59,VOCK Katrin,16:04:34,35,F,SUI
60,SPINATSCH Corsin,16:09:16,44,M,SUI
61,ZUMBUHL Ivan,16:11:11,35,M,SUI
62,SMIT Mart,16:12:20,33,M,NED
63,POWER Declan,16:13:01,32,M,SUI
64,PASCAL Saurer,16:13:32,-,M,SUI
65,Adams John,16:14:59,38,M,CAN
66,Gaetani Matteo,16:20:14,29,M,ITA
67,JAKES Milo,16:27:23,-,M,CZE
68,pedretti nicolas,16:28:55,36,M,FRA
69,Broillet Christian,16:29:10,49,M,SUI
70,GAILLARD Thomas,16:31:02,38,M,FRA
71,PLAISANCE Daniel,16:36:08,29,M,SUI
72,Kingo Gunnar,16:37:39,44,M,EST
73,GASSER Markus,16:41:10,47,M,SUI
74,Karrer Beat,16:43:04,45,M,SUI
75,BOVE Lesly,16:45:15,41,M,BEL
76,LAUNOIS Jerome,16:46:26,39,M,BEL
77,VIEIRA Nelson,16:46:27,49,M,POR
78,Anonymous,16:49:26,-,-,SUI
79,Königshofer Roland,16:49:46,52,M,AUT
80,GUNZBURGER Simon,16:50:03,38,M,FRA
81,MARIUSZ Zagorski,16:55:46,-,M,POL
82,MICHELLOD Benoit,16:57:49,48,M,SUI
83,VANDEWIELE Karel,16:58:32,29,M,BEL
84,PUTHOSTE Julie,17:00:05,36,F,FRA
85,STEINER Jean Pierre,17:00:13,54,M,SUI
86,SCHEIDEGGER Michael,17:00:28,-,M,SUI
87,BERGHAMMER Tamas,17:06:48,31,M,HUN
88,GERBER Clement,17:07:01,33,M,SUI
89,Geneste Pierre,17:07:37,50,M,FRA
90,HAGGI FURRER Reto,17:08:31,42,M,SUI
91,JANSEN Lisanne,17:09:04,37,F,NED
92,Beyaert Leonard,17:10:15,33,M,BEL
93,PESEK Tomas,17:11:41,48,M,CZE
94,SANDRO Renz,17:12:46,-,M,SUI
95,NOVAKOVA Vanda,17:13:50,36,F,CZE
96,JEMLICH BJOERN,17:14:00,37,M,GER
97,Finegan Oran,17:18:19,48,M,IRL
98,PERCEVAL Quentin,17:19:25,32,M,SUI
99,LEE Matthew,17:20:38,50,M,SUI
100,REES Tom,17:20:45,51,M,GBR
101,SIMAN Milan,17:22:36,47,M,SUI
102,Pagani Livio,17:22:59,42,M,SUI
103,KILCOYNE Jamie,17:25:14,54,M,USA
104,ENGEBRETSEN Marcus,17:25:27,29,M,NOR
105,Barattini Fabio,17:25:43,52,M,ITA
106,PICHLER Sebastian,17:26:58,42,M,AUT
107,LEHNER Remo,17:32:13,28,M,SUI
108,GISLER Tino,17:33:26,-,M,SUI
