Place,Runner,Time,Age,Gender,Country
1,Clemente Cristofer,21:22:14,39,M,ESP
2,DAUWALTER Courtney,21:35:57,39,F,USA
3,CERISIER Nicolas,22:28:24,41,M,FRA
4,FABRE Vincent,22:56:36,27,M,FRA
5,TRUFFAULT Clement,23:11:47,35,M,FRA
6,Durand Matthieu,23:18:24,32,M,FRA
7,GASC Mickael,23:29:47,41,M,FRA
8,LE GRAET Adrien,23:31:58,30,M,FRA
9,SEGARD Augustin,23:36:27,35,M,FRA
10,BOSSIS Simon,23:44:38,30,M,FRA
11,KUHN Patrick,24:21:02,33,M,GER
12,DEREUMAUX Julien,24:45:59,34,M,FRA
13,FIRMIN Nicolas,24:50:02,36,M,FRA
14,CAZIN Gregory,25:09:16,47,M,FRA
15,PIGOIS Thomas,25:11:08,45,M,FRA
16,Mallet Florian,25:33:49,29,M,FRA
17,DARGERE Guillaume,25:34:46,34,M,FRA
18,GABIOUD Candide,25:41:04,40,M,SUI
19,MERLE Geoffrey,26:02:03,34,M,FRA
20,PELEYROL Hugo,26:04:40,34,M,FRA
21,Kjellgren Daniel,26:04:44,29,M,NOR
22,DUCREUX Thomas,26:09:48,29,M,FRA
23,ASCONE Frederic,26:09:51,45,M,FRA
24,FAVRE FELIX Aubin,26:14:37,35,M,FRA
25,Martin Mathieu,26:30:27,34,M,FRA
26,DEMATTEIS Enrica,26:33:34,41,F,ITA
27,Blanchard Gaetan,26:33:50,32,M,FRA
28,Lebel Agathe,26:37:57,35,F,FRA
29,IGIER Fabrice,27:24:05,35,M,FRA
30,Szabo Csaba-Zsolt,27:29:45,39,M,ROU
31,VASSAL Adrien,27:30:40,30,M,FRA
32,Demul JEREMY,27:37:28,37,M,BEL
33,PAGE Oliver,27:43:06,44,M,AUS
34,BARRET Erwan,27:47:24,30,M,FRA
35,WITEK Adrian,27:52:56,37,M,POL
36,DRAGON ISABELLE,28:02:58,46,F,FRA
37,Vallat Damien,28:16:11,36,M,FRA
38,Delfour Kévin,28:18:04,27,M,FRA
39,Kagerer Corine,28:21:51,50,F,SUI
40,Sayag Alban,28:22:32,43,M,FRA
41,CHAOUACHI Youssri,28:23:16,34,M,FRA
42,mathon geoffrey,28:29:42,44,M,FRA
43,Golfier Antoine,28:33:51,33,M,FRA
44,Bute Aleksejs,28:38:29,43,M,LAT
45,MARMORATO Alessandro,28:50:24,39,M,ITA
46,Roussel Thomas,28:51:01,34,M,FRA
47,SIMON Arthur,28:51:47,23,M,FRA
48,GACOIN Victor,28:56:15,31,M,FRA
49,Redier David,28:56:47,41,M,FRA
50,97433UNKNOWN 1anonymous,29:01:47,-,F,JPN
51,LAURENT Gatian,29:02:16,22,M,FRA
52,BRENNAN Paul,29:09:09,39,M,IRL
53,ETCHEVERRY Alain,29:09:58,42,M,FRA
54,NICOLAS Simon,29:11:33,37,M,FRA
55,AVDEEVA Kseniia,29:18:44,32,F,KAZ
56,GROGNUX Jean Michel,29:19:48,50,M,FRA
57,Scheibe Marco,29:29:47,40,M,GER
58,Sere CAMILLE,29:30:10,35,F,FRA
59,Dugast Robin,29:38:09,32,M,FRA
60,DECROCQ MOSNIER Vincent,29:41:17,50,M,FRA
61,MENANTEAU Matthieu,29:43:26,47,M,FRA
62,RAMAGE Yannick,29:46:43,38,M,FRA
63,LOYER Lucien,29:55:58,42,M,FRA
64,97433UNKNOWN 2anonymous,30:08:37,-,M,FRA
65,VOMOCIL Michal,30:11:56,47,M,CZE
66,Marcialis Lucas,30:24:15,31,M,FRA
67,Poncet Loic,30:27:42,38,M,FRA
68,ROLFINI Alessandro,30:32:12,34,M,ITA
69,FIGUIERE Luc,30:35:47,52,M,FRA
70,MAUREL Romain,30:39:24,29,M,FRA
71,TREVAIL Jack,30:40:12,28,M,GBR
72,LOZAC H Christophe,30:41:14,46,M,FRA
73,CESSES Jerome,30:42:30,44,M,FRA
73,RETARDO Dennis,30:42:30,38,M,PHI
75,LACOMBE Jerome,30:43:17,54,M,FRA
76,RIBOT Florentin,30:45:59,27,M,FRA
77,Perche Olivier,30:47:22,52,M,FRA
78,Magny Marius,30:49:43,30,M,FRA
79,CAILLE Laurent,30:50:34,46,M,FRA
80,Bethoule Tom,30:55:05,34,M,FRA
