Place,Runner,Time,Age,Gender,Country
1,MANETSCH Ramon,8:44:28,37,M,SUI
2,Olson Caleb,9:02:57,29,M,USA
3,GAMITO Jordi,9:35:53,43,M,ESP
4,BOSTON Damien,9:37:36,38,M,FRA
5,PORTAL LOSADA Miguel,10:09:06,35,M,ESP
6,Burger Marcus,10:14:34,43,M,AUT
7,Simon Quentin,10:15:16,32,M,BEL
8,MICHEL BERGER Simon,10:18:20,23,M,FRA
9,FOURN Raphael,10:21:00,30,M,FRA
10,PINSARD Nicolas,10:29:46,30,M,FRA
11,Wilhem Ariane,10:35:42,32,F,SUI
12,MANEIRO FREIRE Victor,10:39:09,46,M,ESP
13,NUNES Nuno,10:47:21,40,M,POR
14,Silva Tiago,10:47:34,38,M,POR
15,CRO Silvio,10:59:15,40,M,POR
16,PUIGARNAU Silvia,11:00:04,37,F,ESP
17,VASILEIOU CHRISTOS,11:04:56,46,M,GRE
18,Mühlhuber Marie-Luise,11:06:17,41,F,GER
19,Lintl Philipp,11:07:01,30,M,GER
20,VAN COURT Sean,11:14:16,50,M,FRA
21,CAZIN Gregory,11:14:43,47,M,FRA
22,RUBIO FERNANDEZ Guadalupe,11:33:24,33,F,ESP
23,Bordas Garcia Raul,11:33:43,45,M,ESP
24,GILLERON Julien,11:35:40,46,M,FRA
25,DUPUIS Arthur,11:35:41,27,M,FRA
26,FLORESCU Catalin,11:37:20,42,M,ROU
27,Narciso Luís,11:37:56,46,M,POR
28,Ferrandez Florent,11:39:50,30,M,FRA
29,JUNIQUE Jonathan,11:40:12,35,M,FRA
30,LLUSIA PRINA Pablo,11:40:38,42,M,ESP
31,CARBO ADAN,11:45:33,35,M,ESP
32,POURCHET Martin,11:46:25,34,M,FRA
33,BARBOSA Fábio,11:49:36,37,M,POR
34,Loher Christian,11:50:45,35,M,GER
35,BIELINSKI Maciej,11:53:32,38,M,POL
36,BONNE Samuel,11:54:39,44,M,FRA
37,POILBOUT Florian,11:55:37,32,M,FRA
38,FAJOU Gregory,11:56:11,40,M,FRA
39,Cochard Thibault,11:57:18,33,M,FRA
40,BAILLET Cedric,11:58:30,42,M,BEL
41,Garcia da Silveira Emanuel,11:59:55,33,M,POR
42,ODULES Stephane,12:00:51,45,M,FRA
43,Lesage Julie,12:03:02,38,F,CAN
44,APARECE Emanoil,12:04:35,57,M,ROU
45,Drouart Vincent,12:06:48,35,M,FRA
46,PARIGOT Alexandre,12:13:29,50,M,FRA
47,Pestano Díaz Victor Manuel,12:19:12,40,M,ESP
48,Loureiro Paulo,12:19:21,31,M,POR
49,BARTOSEK Pavel,12:19:25,34,M,CZE
50,BOAL Luis,12:23:53,45,M,POR
51,Romero Carrion Javier,12:31:56,41,M,ESP
52,TAURAND Matthieu,12:32:58,28,M,FRA
53,DUPUY Clement,12:34:50,44,M,FRA
54,FERREIRA Antonio,12:36:44,46,M,POR
55,Clifford Holly,12:37:15,30,F,GBR
56,PEYROUX Axel,12:38:02,34,M,FRA
57,Assing Søren,12:41:44,31,M,DEN
58,Claes Frederik,12:42:43,32,M,BEL
59,ARTIERES PIERRICK,12:45:21,43,M,FRA
60,GUNTZ Arthur,12:47:11,36,M,FRA
60,POLLATZ Charlotte,12:47:11,35,F,FRA
62,DELGADO Gil,12:47:53,40,M,POR
63,Antunes Antonio Luís,12:49:39,42,M,POR
