Place,Runner,Time,Age,Gender,Country
210,FLORIDA Dikerson,6:18:01,43,M,PER
211,TAYLOR Lyndsey,6:18:02,41,F,USA
212,ZAFRA Sergio,6:18:42,37,M,COL
213,ARIANI DOMINGUES Ricardo,6:19:09,79,M,BRA
214,SOLANO Leonardo,6:19:26,79,M,CRC
215,DUBOSC Benoit,6:19:35,79,M,FRA
216,BOWMAN Geoff,6:19:48,79,M,USA
217,SHATTUCK Thor,6:20:00,56,M,USA
218,IRVIN Chris,6:20:01,-,M,USA
219,Pierson Emmanuel,6:20:32,55,M,FRA
220,DEBELLIS Marco,6:20:50,79,M,USA
221,SHE Zuohao,6:21:42,79,M,CHN
222,MAGNUSSON Jed,6:22:04,79,M,USA
223,TRUONG Hung,6:22:07,29,M,USA
224,CIGARROA Isaac,6:22:25,-,M,MEX
225,MITJANS Jose,6:22:33,41,M,CHI
226,Jara Icsen,6:23:08,52,F,CHI
227,SLATER Scott,6:23:22,46,M,USA
228,DANIEL FLORES AGUILETA Daniel,6:23:28,37,M,MEX
229,APTED Mike,6:23:34,79,M,CAN
230,GUSTAFSON HEATHER,6:24:00,42,F,USA
231,LULOFF Greg,6:24:06,47,M,GBR
232,BRUNNER Fabian,6:24:07,79,M,USA
233,SHARIF Nima,6:24:09,42,M,USA
234,GOODMAN Johnathon,6:24:22,79,M,USA
235,KAMINSKI Kayla,6:25:11,35,F,CAN
236,PATRICK Ken,6:25:48,51,M,USA
237,Christian Schroeder Christian,6:25:53,41,M,GER
238,Pavon Alejandro,6:26:16,42,M,CRC
239,SHIELDS Marcus,6:26:19,79,M,USA
240,WEBB Tyler,6:26:38,38,M,USA
241,PIRZYNSKI Kelsey,6:27:08,79,F,USA
242,ALFARO Cendry,6:27:15,43,F,CRC
243,KERY Victor,6:28:09,79,M,DMA
244,FLORES Sergio,6:28:18,46,M,PER
245,SADOVNIKOVA Yulia,6:28:36,79,F,USA
246,WRIGHT Cody,6:28:37,34,M,CAN
247,SOLIS Debbie,6:28:49,39,F,USA
248,FALSEY Michael,6:30:09,79,M,USA
249,RASKIN Katrina,6:31:06,-,F,USA
250,LANDRY Jerome,6:31:08,39,M,CAN
251,BRITTON Chelsea,6:31:12,79,F,USA
252,JORDAN Jeffrey,6:31:35,62,M,USA
253,CLARK Raymond,6:31:40,79,M,USA
254,GUTSCHER Matthew,6:31:47,-,M,CAN
255,VOYLES Brian,6:32:06,79,M,USA
256,MAILLOUX Pierre Luc,6:32:44,-,M,CAN
257,KALSI DEW Neena,6:32:46,79,F,GBR
258,MERRILL Michaela,6:32:49,46,F,USA
259,MASSARO Marc,6:33:13,79,M,USA
260,PANYLYK Jaclyn,6:33:48,79,F,CAN
261,RADVANSZKI Tamas,6:34:15,43,M,HUN
262,CLARK Ian,6:34:27,19,M,USA
263,VILLALPANDO Frank,6:34:34,79,M,USA
264,FRIESEN Heather,6:34:45,54,F,CAN
265,SHEDID Daniel,6:35:16,79,M,CAN
266,PULLAR Elise,6:35:24,79,F,CAN
267,SEKEL Miro,6:35:54,56,M,USA
268,Ozanne William,6:36:00,45,M,USA
269,MATAMALA CAPPONI Natalia,6:36:20,34,F,CHI
270,RUBIO MACWRIGHT Carolina,6:37:14,79,F,USA
271,ABDELGAWAD Amro,6:37:20,49,M,USA
272,GAUTHIER Virginie O,6:37:24,38,F,CAN
273,YONKOSKI Christian,6:37:47,28,M,USA
274,Gosselin Ian,6:38:29,56,M,CAN
275,PABLO MATAMOROS Jose,6:38:39,79,M,CRC
276,CHEN Julia,6:38:43,79,F,CAN
277,DUBOIS Matthew,6:39:04,42,M,USA
278,GOEBEL JR Greg,6:39:14,79,M,USA
279,DOWNES Jessica,6:39:20,-,F,USA
280,DOWNES Mike,6:39:22,-,M,USA
281,HERRIG Kyle,6:39:58,79,M,USA
282,ONG Karen,6:40:04,40,F,USA
283,MCGREGOR ANDREW,6:40:38,33,M,AUS
284,Alimonos Costa,6:41:21,36,M,USA
285,HECKMAN Justin,6:41:45,45,M,USA
286,BOSMA Nick,6:42:03,-,M,USA
287,BELEN Daniela,6:42:14,79,F,USA
288,Ren Xin,6:42:22,38,F,CHN
289,HILL William,6:42:33,49,M,USA
290,RIOUX Vicky,6:42:43,38,F,CAN
291,SCHOEN Matthew,6:42:47,34,M,USA
292,MACIEVICH Alex,6:42:54,79,M,USA
293,LEROY Lucie,6:42:57,27,F,FRA
294,SCHLOCKER Stacy,6:42:58,48,F,USA
295,BRASHEARS Megan,6:43:03,79,F,USA
296,PICHA William,6:44:04,79,M,FRA
297,MARTIN Brook,6:44:17,47,F,AUS
298,PIRHADI Pooria,6:44:27,79,M,USA
299,FORGET Sarah Maude,6:45:23,35,F,CAN
300,HU Liang,6:45:53,79,M,USA
300,SUZUKI Hideyuki,6:45:53,56,M,USA
302,KRAJNA Tom,6:46:23,66,M,USA
303,GRADINAROVA Aleksandra,6:46:46,46,F,USA
304,Duran Eddy,6:46:56,31,M,CRC
305,PIETIKAINEN Jaro,6:47:05,79,M,FIN
306,O'NEIL Grace,6:47:30,-,F,USA
307,HOBSON Dylan,6:47:47,54,M,USA
308,Levshenkov Dmitry,6:48:04,51,M,AUS
309,KEANE David,6:48:53,62,M,USA
310,MONTANDON Michele,6:49:09,45,F,USA
311,FLANAGAN III William,6:49:51,56,M,USA
312,PELLIZZER Gayle,6:50:02,42,F,USA
313,ATIENZA Rina,6:50:04,43,F,CAN
314,BRUNNER Cyril,6:50:50,-,M,USA
315,MERRILL Mindy,6:51:17,41,F,USA
316,WEBER Paige,6:51:53,37,F,USA
317,SHUGHRUE Chris,6:51:54,36,M,USA
318,NGUYEN David,6:52:11,40,M,USA
319,Kitchen Gemma,6:52:12,39,F,CAN
320,HUGH Jared,6:52:16,79,M,USA
321,UEHLING Bryce,6:52:19,79,M,USA
322,MARSHALL Janet,6:52:23,-,F,USA
323,90674ANONYMOUS 1anonymous,6:52:49,79,M,USA
324,WANG Kexin,6:53:04,25,M,CHN
325,FISHER Keri,6:53:30,-,M,CAN
326,CLEMENTS Bob,6:53:34,79,M,USA
327,SANCHEZ Lauren,6:53:49,79,F,USA
328,SPENCER Jeff,6:54:18,66,M,USA
329,GOSSELIN Jean Lou,6:55:07,36,M,CAN
330,HIRAOKA Taki,6:55:32,59,M,USA
331,CUNANAN Danilo,6:55:42,79,M,USA
332,COLLETTI Jon,6:55:57,79,M,USA
333,FAJARDO Clifford,6:57:13,-,M,USA
334,AMAL Ortega,6:58:00,41,M,USA
335,VILORIA Careli,6:58:30,41,M,USA
336,MORENO CAMACHO Claudia,6:58:31,79,F,CRC
337,NGUYEN Madeleine Thuy,6:58:43,43,F,USA
338,HEISEY Joan,6:59:07,59,F,USA
339,YULI Italo,6:59:12,55,M,PER
340,STRACHAN Aiden,6:59:30,79,M,CAN
341,SAVARD GAGNON David,7:00:20,43,M,CAN
342,Levesque Marc,7:00:50,57,M,CAN
343,DAVIS Jackson,7:01:03,79,M,USA
344,POLETTI Michel,7:01:11,69,M,FRA
345,MILLER Jason,7:01:40,53,M,USA
346,FINN Tara,7:02:12,79,F,USA
347,BERKE Blake,7:02:52,79,M,USA
348,HIERONIMUS Erin,7:02:59,79,F,USA
349,DRAKE Eugene,7:03:46,79,M,USA
350,LIDDY Josh,7:03:50,79,M,USA
351,WARREN Jamie,7:04:32,79,F,USA
352,FREITAS Taylor,7:04:39,79,M,USA
352,ST JAMES Ashley,7:04:39,79,F,USA
354,PETROSKY Regan,7:05:31,79,F,CAN
355,SILVA Tommie,7:06:01,60,M,USA
356,SANTOS Alejandra,7:06:02,55,F,USA
357,LANDGRAF Gretchen,7:06:32,43,F,USA
358,PETERS Michael,7:06:42,79,M,USA
359,MCKELL Michael,7:07:33,46,M,USA
360,COFFEY Amanda,7:07:34,35,F,USA
361,DAHL Lovis,7:07:52,33,F,SWE
362,PEREZ Fernando,7:08:02,42,M,CHI
363,RAMSDELL Marianela,7:08:24,-,F,USA
364,WATTERSON Dan,7:09:01,79,M,USA
365,CACHO SOUSA Rafael,7:09:44,79,M,PER
366,RAEMSCH Leah,7:10:00,79,F,USA
366,SANCHEZ Esther,7:10:00,79,F,USA
368,BEZEMER Mark,7:10:21,50,M,USA
369,HIDALGO Francisco,7:10:23,61,M,CRC
370,DECHANT Mitchell,7:10:30,-,M,USA
370,FERRENA Juli,7:10:30,79,F,USA
372,LONG Garrett,7:10:36,37,M,USA
373,EDWARDS Michael,7:10:45,57,M,USA
374,KIM Jason,7:10:49,45,M,USA
375,KUBICZ Tom,7:11:14,46,M,USA
376,SCHUTZBERGER Sarah,7:11:59,42,F,USA
377,FENG Christine,7:12:05,79,F,USA
378,PELAYO Antonio,7:12:09,79,M,USA
379,GARRIDO Patricio,7:12:12,39,M,PER
379,HUNG Chia Hung,7:12:12,30,M,TPE
381,KATZ Benjamin,7:12:41,79,M,USA
382,WYMAN Aaron,7:13:30,49,M,USA
383,JONES Daniel,7:14:16,51,M,USA
384,BREWER Daniel,7:14:24,79,M,USA
384,HICHENS Roy,7:14:24,79,M,USA
386,ZANDER Tatiana,7:14:28,79,F,USA
387,DERBY Lisa,7:14:59,55,F,USA
388,PADILLA Rafael,7:15:05,79,M,USA
389,BADSTUEBNER Mareike,7:15:46,79,F,GER
390,COSTELLO Dale,7:16:14,52,M,CAN
391,CABRERA Virgil,7:16:20,79,M,USA
392,HERFLORES Mao,7:18:16,79,F,USA
393,BERRYMAN Joyce,7:18:22,79,F,USA
393,Macklow James,7:18:22,59,M,USA
395,BARBER Michael,7:19:03,79,M,USA
395,GODFREY Syd,7:19:03,79,M,USA
397,ALTER Liz,7:19:12,79,F,USA
398,TRAN Tony,7:19:30,36,M,USA
399,BOURDON Erica,7:20:06,79,F,CAN
399,LETENDRE Annie Claude,7:20:06,79,F,CAN
401,Alfaro Salvador,7:20:19,37,M,MEX
402,LYMAN Kassia,7:20:25,79,F,USA
403,PAULS Kathleen,7:21:06,40,F,USA
403,WATSON Brian,7:21:06,50,M,NZL
405,YEBRA Nicholas,7:21:18,79,M,USA
406,MOORE Karla,7:21:56,59,F,USA
407,KRASS Derek,7:22:12,79,M,USA
408,FENNER Bernard,7:23:27,79,M,SUI
409,HUNT Gio,7:23:40,-,M,USA
410,HAGMAN Daniel,7:23:57,79,M,USA
411,Blanchet Mario,7:24:32,64,M,CAN
412,CLARK Casey,7:24:38,30,F,USA
412,HANKS Brian,7:24:38,30,M,USA
414,CHAPDELAINE Elise,7:25:03,-,F,USA
415,CARDON Craig,7:25:15,79,M,USA
416,ANGUENOT Julien,7:25:27,43,M,FRA
417,MATYE Todd,7:26:25,79,M,USA
417,VANNI Ryan,7:26:25,45,M,USA
419,MARCHI Sara,7:26:28,49,F,USA
419,WOOD Belinda,7:26:28,55,F,USA
421,LUNA Alejandro,7:26:31,79,M,ESA
422,PORTELANCE Jessica,7:26:41,79,F,CAN
423,ALESSIO James,7:27:20,46,M,USA
424,MARENZI Alessandra,7:27:59,79,F,USA
425,LOOR Jaime,7:28:08,38,M,VEN
426,HINDSON Greg,7:28:12,59,M,USA
427,DU Juan,7:28:27,45,F,CHN
428,CHRISTIANSON Aj,7:29:08,37,M,USA
428,OSBORN Andrew,7:29:08,38,M,USA
430,KLARK Nathan,7:29:57,79,M,USA
431,KOUNDAKJIAN Thomas,7:30:23,59,M,USA
432,APONTE Jean,7:31:17,40,M,USA
433,ROSEKRANS Scott,7:31:24,-,M,USA
434,COOPER Wendy,7:31:29,54,F,PHI
435,PATLAN Emiliana,7:31:54,40,F,USA
436,MOLLOY Courtney,7:32:15,38,F,NZL
437,DIAZ HERNANDEZ Yarilsa,7:32:22,79,F,DMA
438,DELGROSSO Andrew,7:32:33,79,M,USA
439,PETTERSON Steve,7:32:58,79,M,CAN
440,ANDREWS Krystle,7:33:28,48,F,USA
441,RYON Rebecca,7:33:33,51,F,USA
442,BATTILANA Debora,7:33:49,41,F,ITA
443,GONZALEZ Oscar,7:35:05,38,M,MEX
444,GOIS Felipe,7:35:58,79,M,CAN
445,BLACKWELL Mark,7:36:09,54,M,USA
446,BEAVER Dan,7:37:40,56,M,USA
446,WALLRICH Jennifer,7:37:40,38,F,USA
448,ERWIN Matthew,7:38:02,-,M,USA
449,ANGEL Diana,7:38:12,42,F,USA
449,ROMERO Catalina,7:38:12,24,F,USA
449,UTZAT Hendrik,7:38:12,79,M,USA
452,AGUIRRE Luz,7:38:27,79,F,MEX
452,BARON Julia,7:38:27,79,F,MEX
454,AU Duc,7:40:18,60,M,USA
455,EPPRIGHT Gabrielle,7:40:23,79,F,USA
456,NGUYEN Dominic,7:41:03,79,M,USA
457,BRENNAN David,7:42:33,79,M,CAN
458,KAMOTA Tetsuaki,7:43:46,61,M,JPN
459,ROBLES Cristen,7:44:19,79,F,USA
460,CROW Natalie,7:44:20,79,F,USA
461,BANCEREWICZ Jerzy,7:44:48,-,M,USA
462,SURACE Kaylee,7:45:00,79,F,USA
463,PETERSON Kirk,7:45:08,46,M,USA
464,STOKER Quentin,7:45:12,39,M,USA
465,ADEKANMBI Abisoye,7:46:15,49,M,USA
466,HALSCH Chris,7:47:02,31,M,USA
467,SPEYER Chris,7:47:21,55,M,USA
468,SEVERAC Laurent,7:48:57,79,M,FRA
469,BURGOS FRIAS Hamlet,7:49:04,46,M,DOM
470,COX Jason,7:49:51,42,M,USA
470,MYERS Robert,7:49:51,47,M,USA
472,STEINHAUER David,7:49:56,79,M,USA
473,Hernandez Carlos,7:50:37,45,M,VEN
474,WEISSER Brett,7:51:06,-,M,USA
475,RILEY Steven,7:51:35,64,M,USA
476,MENSCH Emily,7:51:45,30,F,USA
477,WOOD RYAN,7:52:14,40,M,USA
478,HOEHN Megan,7:52:16,41,F,USA
479,hayakawa mio,7:52:54,45,F,JPN
480,SUN kai,7:53:15,47,M,CHN
481,CORMIER Sara,7:53:49,79,F,USA
481,VARELA Ana,7:53:49,48,F,USA
483,Huebner Sara,7:54:12,34,F,USA
483,MOHR Libby,7:54:12,79,F,USA
485,GONTARZ Matthew,7:54:13,79,M,USA
486,RALSTON Steph,7:54:35,79,F,GBR
487,SESSION Gina,7:55:26,66,F,USA
488,VANBROCKLIN Ryan,7:55:32,49,M,USA
489,GUSIATNIKOV Vladimir,7:55:51,51,M,USA
490,PETTERSON Mathieu,7:55:53,42,M,CAN
491,MEOMARTINO Ida,7:57:37,79,F,USA
492,MCDONAGH Joshua,7:57:41,79,M,IRL
493,DEMAERSCHALK Bart,7:57:58,55,M,USA
494,ALBERTO ZARATE VAZQUEZ Mario,7:58:23,-,M,MEX
495,ANCHONDO Antonio,7:58:35,-,M,MEX
496,JOHNSTON Peter,7:58:46,-,M,IRL
497,JAMES Lingli,7:58:57,42,F,USA
498,ROWEN Chris,7:59:12,-,M,USA
499,Rivera cantero Jesus federico,7:59:23,47,M,MEX
500,DUBE Monica,7:59:49,79,F,USA
500,SHEEDY Sara,7:59:49,79,F,USA
502,JEONG Jinyeong,8:00:40,51,M,KOR
503,MARCHAND Aaron,8:00:44,79,M,USA
504,Feng Yi,8:01:46,68,M,USA
505,A VACCA J,8:02:27,79,M,USA
506,GARRY Paul,8:03:03,60,M,USA
507,LIU Mushuang,8:03:09,79,F,USA
508,KINASTON Nola,8:03:24,67,F,USA
509,Yin Zhenhua,8:03:43,39,M,CHN
510,90674ANONYMOUS 2anonymous,8:04:36,79,M,CAN
511,YOUNGBLOOD Becca,8:05:20,79,F,USA
511,YOUNGBLOOD John,8:05:20,79,M,USA
513,FRASER James,8:05:24,79,M,CAN
514,LILES Joseph,8:05:46,79,M,USA
515,LANTHIER Noemie,8:05:56,31,F,CAN
516,ROBITAILLE David,8:06:00,41,M,CAN
517,CHEUNG Calvin,8:06:01,45,M,USA
518,ILHAN Cigdem,8:06:31,30,F,TUR
519,Abiang Alexander,8:06:38,58,M,USA
520,WARNOCK Nathaniel,8:07:22,79,M,USA
521,AKIYOSHI Laurence,8:09:01,73,M,USA
522,EPPRIGHT Patrick,8:09:38,79,M,USA
523,KLINE Kelly,8:09:45,79,F,USA
524,FORBES Justine,8:10:03,79,F,CAN
525,BARRIOS Carlos Ariel,8:10:48,48,M,CRC
526,PERRIS Ashley,8:11:54,79,F,USA
527,PETRANGELI Antonella,8:12:11,79,F,ITA
528,LI Jing,8:13:08,79,M,USA
529,YORK Chip,8:13:53,79,M,USA
530,Lemanski Nicole,8:14:22,42,F,USA
531,NING Ying,8:14:25,42,F,CHN
532,MATSUYAMA Michiyo,8:14:30,79,F,JPN
533,CONE Tracy,8:14:44,52,F,USA
534,Tan Shangyin,8:14:50,25,M,USA
535,ESPARZA CORONA Mauricio,8:15:49,-,M,USA
536,LOVAT GAEL,8:16:25,42,M,FRA
537,BROUILLETTE Jack,8:16:44,30,M,USA
538,CASTILLO Blanca,8:17:09,54,F,USA
539,DEMERLY Thomas,8:18:18,79,M,USA
540,LEONARD Jeffry,8:18:50,79,M,CAN
541,HANSSEN Greg,8:18:52,-,M,USA
542,PEARSON Erika,8:19:13,31,F,CAN
543,WONG Stu,8:19:26,79,M,USA
544,xing yifan,8:19:30,29,F,CHN
545,MORGAN Loren,8:20:49,49,M,USA
