Place,Runner,Time,Age,Gender,Country
1,HEMMING Eli,5:11:48,29,M,USA
2,Puppi Francesco,5:14:46,32,M,ITA
3,MARTINEZ PEREZ Antonio,5:17:56,33,M,ESP
4,ZI Juwei,5:22:17,22,M,CHN
5,EGEA Aritz,5:27:07,40,M,ESP
6,Jones Kristian,5:27:49,33,M,GBR
7,Castillo fernandez Daniel,5:28:48,24,M,ESP
8,Luo 骆滔,5:30:23,26,M,CHN
9,ZHAO HU,5:30:46,31,M,CHN
10,SIMPSON Robbie,5:31:04,33,M,GBR
11,Roubiol Benjamin,5:32:51,25,M,FRA
12,BAGGENSTOS Tobias,5:35:55,32,M,SUI
13,HANDEL Nick,5:41:08,32,M,USA
14,DE PAZ Yoel,5:41:49,26,M,ESP
15,Antonsen Morten,5:42:03,23,M,NOR
15,RAMOS GONZALEZ Marcos,5:42:03,35,M,ESP
17,CACHARD Sylvain,5:44:39,26,M,FRA
18,SMALL Jeshurun,5:45:26,26,M,USA
19,KARI Tuomas,5:45:42,41,M,FIN
20,silva Bruno,5:45:50,27,M,POR
21,Omi Ryunosuke,5:46:00,23,M,JPN
22,Meridio Michele,5:48:51,27,M,ITA
23,NORRIS David,5:49:01,33,M,USA
24,BELMAN Juan,5:49:31,31,M,MEX
25,Buraas Sindre,5:50:03,35,M,NOR
26,ROBERT Loic,5:51:25,25,M,FRA
27,PORQUERAS SIMO Genis,5:51:40,26,M,ESP
28,YAO Miao,5:54:03,28,F,CHN
29,WENK Stephan,5:56:59,42,M,SUI
30,TURNER Blake,5:57:19,34,M,AUS
31,Chelangat Sammy,5:58:50,24,M,KEN
32,Labairu Asier,5:59:33,28,M,ESP
33,WYDER Judith,6:00:05,36,F,SUI
34,Garcia Terrones Sergi,6:01:37,26,M,ESP
35,Geoffray Clémentine,6:02:10,30,F,FRA
36,ALONSO SARA,6:05:15,25,F,ESP
37,FIELDER Caitlin,6:05:46,32,F,NZL
38,Fernandes Ludvik,6:06:18,32,M,FRA
39,MORENO Daniella,6:06:59,32,F,USA
40,MAGLIANO Camilla,6:07:27,39,F,ITA
41,Townshend Brennan,6:08:30,31,M,GBR
42,RIBEIRO Dylan,6:10:04,25,M,FRA
43,Rharsalla Laktab Ikram,6:10:23,29,F,ESP
44,PACCARD Simon,6:11:45,24,M,FRA
45,SIMON Diego Ramon,6:12:36,37,M,ARG
46,Lara Feliu Rosa Maria,6:13:06,28,F,ESP
47,ROYER Philip,6:13:15,-,M,USA
48,ERKKILÄ Anna-Stiina,6:13:57,34,F,FIN
49,Jones Christopher,6:14:31,45,M,USA
50,LOPEZ Aythami,6:14:54,32,M,ESP
51,LEBOEUF Theres,6:19:03,39,F,SUI
52,Jover Quilis Andres,6:20:43,28,M,ESP
53,LEDAY Sebastien,6:22:57,36,M,FRA
54,Tarasova Anya,6:23:18,41,F,ESP
55,SERBAN--PENHOAT Louise,6:24:35,26,F,FRA
56,Lesh Robyn,6:24:44,30,F,USA
57,Onifa John Ray Galutera,6:25:10,33,M,PHI
58,GOMEZ ENRIC,6:31:32,39,M,ESP
59,GAULT Emmanuel,6:33:12,48,M,FRA
