Place,Runner,Time,Age,Gender,Country
1,GARNER Zachary,13:17:00,24,M,USA
2,Dhiman Ben,13:25:36,33,M,USA
3,LOPEZ Joaquin,13:34:58,32,M,ECU
4,VAN DER ZON Peter,14:08:47,33,M,NED
5,D HAENE Francois,14:26:04,39,M,FRA
6,HAGNERE Baptiste,14:40:54,31,M,FRA
7,DIAS Edgar,14:57:35,39,M,FRA
8,Barbany Bofill Oriol,15:02:28,29,M,ESP
8,DOMENECH SAU,15:02:28,27,M,ESP
10,COLZATO Mathieu,15:13:27,29,M,FRA
11,Hartmuth Katharina,15:28:50,29,F,GER
12,Penelle Antoine,15:36:16,38,M,FRA
13,Montserrat Lope Pere,15:43:21,36,M,ESP
14,PINCON Wall,15:44:27,31,M,FRA
15,Durand Matthieu,15:45:02,32,M,FRA
16,Priadka Marian,15:52:08,39,M,SVK
17,alvarez morales jesus,15:58:26,45,M,ESP
18,Andre Quentin,16:36:43,26,M,FRA
19,capus sebastien,16:36:45,35,M,FRA
20,XICOY ESPAULELLA Efren,16:45:21,32,M,ESP
21,HUET Benoit,16:45:36,27,M,FRA
22,Urbina Rubio Alexandre,16:50:00,35,M,ESP
23,Prokudin Alexander,16:54:07,45,M,TUR
24,GHIRARD Florent,16:58:44,44,M,FRA
25,WALKER BLAIR Dave,17:01:15,35,M,GBR
26,TREMPS Claudia,17:10:26,28,F,ESP
27,VALADE Pablo,17:19:02,37,M,FRA
28,PEREZ CRUZ Alvaro,17:19:05,32,M,ESP
29,Bodet Maxime,17:32:07,33,M,FRA
30,ETCHEVERRIGARAY Patxi,17:39:12,32,M,FRA
31,Chaignon Guillaume,17:46:55,34,M,FRA
32,JAMSIN Lucie,17:47:28,35,F,FRA
33,GARCIA MARTINEZ Sidharta,17:56:01,46,M,ESP
34,CHRISTENSEN Emil,18:00:50,33,M,DEN
35,LIZZI Yannick,18:15:03,47,M,FRA
36,Kralya Roman,18:15:51,40,M,RUS
37,PREVOT Marc,18:23:57,32,M,FRA
38,larroque adrien,18:25:55,35,M,FRA
39,bohelay pierre-marie,18:37:19,33,M,FRA
40,BERNOU Jerome,18:37:27,43,M,FRA
41,HAYA CALDERON Hugo,18:39:38,36,M,ESP
42,BENEDETTI Florian,18:44:44,31,M,FRA
43,PIRES Tony,18:44:46,47,M,POR
44,MONNEREAU Florian,18:44:47,32,M,FRA
45,CAUX JEAN,18:53:36,30,M,FRA
46,Debil Caux Victor,18:53:39,42,M,FRA
47,MARTI Pau,19:01:54,55,M,ESP
48,Salaün Mathieu,19:10:25,44,M,FRA
49,Maurel Sylvain,19:14:38,41,M,FRA
50,ISOARDI Mathieu,19:14:39,34,M,FRA
51,Point Pierre,19:16:29,36,M,FRA
52,Grardel Pauline,19:16:30,38,F,FRA
53,BREMOND Johann,19:18:10,42,M,FRA
54,GOVAERT Alexander,19:18:20,36,M,BEL
55,PIFARRE ALEX,19:19:55,38,M,ESP
56,López García Alejandro,19:21:07,24,M,ESP
57,LE PANSE Leo,19:23:07,-,M,FRA
58,GILABERT NICOLAS,19:27:03,35,M,FRA
59,Indaburu Xabi,19:37:51,35,M,FRA
60,Pierre Baptiste,19:37:54,27,M,FRA
61,GONZALEZ Francisco Javier,19:39:08,50,M,ESP
62,LE CORDROCH CEDRIC,19:43:23,47,M,FRA
63,BASTIAENS Wim,19:43:36,46,M,BEL
64,YLI-KYYNY Tero,19:52:40,48,M,FIN
65,LOPEZ GASREARENA Yerai,19:54:50,32,M,ESP
66,SALCEDO BENEDICTO Lluis,19:56:20,-,M,ESP
67,GONI Ibai,20:02:49,43,M,ESP
68,TAYEB SID Farid,20:11:15,-,M,FRA
69,LEBAS Alexandre,20:11:58,36,M,FRA
70,BLANCHARD Evanne,20:14:13,34,F,FRA
71,ALMEIDA Vitor,20:15:06,32,M,POR
72,TOMAS Dani,20:17:44,-,M,ESP
73,VERDALLE Cedric,20:22:50,-,M,FRA
74,MONIN Etienne,20:24:48,43,M,FRA
75,PEDRO CITA CAMACHO Juan,20:26:30,44,M,ESP
76,Yarza Beltran Pablo,20:27:05,31,M,ESP
77,Roldan Garcia Jose Javier,20:27:39,46,M,ESP
78,GIMENEZ HOYAS Carlos,20:31:36,46,M,ESP
79,SANCHEZ ALCARAZ Raul,20:31:37,48,M,ESP
80,VIVO BURGOS Ivan,20:31:46,-,M,ESP
81,SUNDERMANN Thomas,20:32:47,28,M,FRA
82,PUIGDOLLERS Josep,20:39:31,35,M,ESP
83,NADAL Alvaro,20:43:11,42,M,ESP
84,VANESA VARGAS Adriana,20:44:48,-,F,ARG
85,MAHISTRE Alexandre,20:44:49,28,M,FRA
86,GORDO Lilian,20:47:24,47,M,FRA
87,BUTTARD Roland,20:50:30,51,M,FRA
88,Peters Nicolas,20:51:22,42,M,BEL
89,VETOIS Jeremy,20:56:39,-,M,FRA
90,LOPEZ Jordi,21:00:58,42,M,FRA
91,TRASTOY Domenec,21:03:56,-,M,AND
92,BENDICHO MARTIN Kiko,21:04:11,43,M,ESP
93,Maurin Max,21:05:06,38,M,FRA
94,ANGEL PENALVER DE AQUINO Miguel,21:15:07,-,M,ESP
95,MONTEIL Emmanuel,21:15:23,40,M,FRA
96,CANDEL COLL Joan,21:17:46,39,M,ESP
97,MARTINEZ GARCIA Jorge,21:21:24,48,M,ESP
98,AZNAR JORDA Pablo,21:21:25,46,M,ESP
99,DE LA FUENTE PERNAS Sergio,21:21:28,46,M,ESP
100,Harté Julien,21:26:03,32,M,FRA
101,TORREJIMENO ROMAGOSA DAVID,21:26:44,33,M,ESP
102,Albornoz Daniel,21:31:00,35,M,ARG
103,VARGAS Alberto,21:32:16,56,M,AND
104,POTY Simon,21:33:09,30,M,BEL
105,Prims Alexandre,21:36:53,32,M,FRA
106,Royo Rubio Carlos,21:40:24,29,M,ESP
107,CORNIC Francois,21:45:27,-,M,FRA
108,Nosas Iranzo David,21:49:24,42,M,ESP
109,90737ANONYMOUS 1anonymous,21:49:27,-,M,FRA
110,FELIUBADALO FONTANET Anna,21:53:33,53,F,AND
111,VILA FONT Lluis,21:55:05,-,M,ESP
112,JAFFEUX Robin,21:56:48,29,M,FRA
113,LIOTARD Guillaume,21:57:25,40,M,FRA
114,MIGUEL MANGAS Francisco,22:08:35,41,M,ESP
115,UNSAIN Jorge,22:09:41,54,M,ESP
116,TINSETH Jaden,22:11:11,24,M,USA
117,Carcassonne Arnaud,22:18:09,51,M,FRA
118,ROUTTEN Wayne,22:21:54,36,M,USA
119,BLESA VIDAL Jaume,22:22:30,41,M,ESP
120,gleize Vincent,22:22:52,48,M,FRA
121,Guenther Steven,22:23:38,53,M,GER
122,COSTIER Cedric,22:27:55,41,M,FRA
123,Etchamendy Otxoa,22:28:03,32,M,FRA
124,ARRAZOLA AGIRRE Maddi,22:30:13,45,F,ESP
125,Menard Timothé,22:31:47,26,M,FRA
126,GAILLARDET Robin,22:33:49,31,M,FRA
127,LE BIHAN Julien,22:36:26,40,M,FRA
128,HARO FERNANDEZ Joan,22:42:11,45,M,ESP
129,Monteil Raphael,22:46:58,29,M,FRA
130,Lagarde Nicolas,22:48:40,39,M,FRA
131,HARY Yohan,22:48:41,37,M,FRA
132,CASANOVA DAVIDE,22:50:28,47,M,ITA
133,OCHOA DE ALDA ZUDAIRE Amaia,22:56:34,54,F,ESP
134,RAMBAUD Stephane,22:56:44,37,M,FRA
135,HIBBERT Andrew,23:00:29,35,M,GBR
136,BALDWIN Daniel,23:00:30,38,M,GBR
137,PETERS Maxime,23:01:49,40,M,BEL
138,SARDA Sebastien,23:08:44,51,M,FRA
139,LASSERRE WILLIAM,23:09:37,35,M,CAN
140,GARCIA DE MARINA SOLER Guillermo,23:11:58,45,M,ESP
141,RAMON RODRIGUEZ ABADAL Joan,23:13:13,-,M,ESP
142,HAMON Sylvain,23:17:50,41,M,FRA
143,Wilbert Florian,23:21:04,41,M,GER
144,SACHA Salzmann,23:21:05,-,M,SUI
145,FRIEDT Tim,23:21:06,43,M,GER
146,duboe Jerome,23:22:00,49,M,FRA
147,OLIVER Lorincz,23:22:09,-,M,HUN
148,LEMMENS Jesse,23:22:10,29,M,BEL
149,DE CLERCQ Wout,23:22:11,29,M,BEL
150,DA COSTA VELOSO Alexandre,23:22:52,41,M,AND
151,GUERRERO Ludovic,23:22:58,37,M,FRA
152,GONZALEZ RODRIGUEZ David,23:23:19,40,M,ESP
153,MORALES David,23:23:23,44,M,FRA
154,MAZARIAS Javier,23:26:08,43,M,ESP
155,WIER MARCH Isaiah,23:26:20,-,M,USA
156,RODANO Dominic,23:26:21,25,M,USA
157,ASTARLOA UGARTEMENDIA Mikel,23:27:15,42,M,ESP
158,GUILLOUX Benjamin,23:27:37,36,M,FRA
159,LOPEZ Nicolas,23:28:58,30,M,FRA
160,Robin Erwan,23:28:59,30,M,FRA
161,TORRAMORELL FREIXES Albert,23:31:59,39,M,ESP
162,Briand Mickael,23:32:10,46,M,FRA
163,Rodriguez Zamora David,23:35:09,54,M,AND
